,iso3c,Medicine,Form,Dose,generic.adj,UK.adj,SA.adj,India.adj
2814,KWT,kanamycin,powder,forinjection1g,NA,NA,NA,0.546728408
2815,KWT,streptomycin,powder,forinjection1000mg,NA,NA,0.36872381,0.076287685
2816,KWT,streptomycin,powder,forinjection1000mg,NA,NA,0.36872381,0.076287685
2817,KWT,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.318844379,2.937075868,NA,NA
2818,KWT,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.329982381,5.874151736,NA,NA
2819,KWT,vancomycin,powder,forinjection250mg,1.154194528,0.915452219,1.118886045,0.356009196
2820,KWT,metronidazole,100ml,vial500mg,0.77966014,0.597586865,0.114431527,0.007832202
2821,LAO,amikacin,powder,forinjection1000mg,NA,23.71646989,0.547379708,0.268713675
2822,LAO,amikacin,powder,forinjection100mg,NA,2.368661282,0.328427825,0.049761792
2823,LAO,amikacin,powder,forinjection500mg,NA,11.86321113,0.278666033,0.139333017
2824,LAO,ampicillin,powder,forinjection1000mg,0.641081162,20.26300155,1.204235357,0.129380658
2825,LAO,ampicillin,powder,forinjection500mg,0.621594444,10.13150078,0.607093858,0.05971415
2826,LAO,cefazolin,powder,forinjection1000mg,0.80329465,NA,0.527474991,0.258761316
2827,LAO,cefotaxime,powder,forinjection250mg,0.638334311,1.303758941,0.149285375,0.05971415
2828,LAO,ceftazidime,powder,forinjection1000mg,1.173014809,0.985283474,1.761567424,0.3582849
2829,LAO,ceftazidime,powder,forinjection250mg,0.74484445,1.761567424,0.437903766,0.3582849
2830,LAO,ceftriaxone,powder,forinjection1000mg,0.854270629,0.636950933,0.437903766,0.149285375
2831,LAO,ceftriaxone,powder,forinjection250mg,0.665155916,1.423187241,0.268713675,0.079618867
2832,LAO,chloramphenicol,2,mlampoule1000mg,0.451538497,NA,NA,0.139333017
2833,LAO,chloramphenicol,powder,forinjection1000mg,0.812809105,1.801376857,NA,0.139333017
2834,LAO,ciprofloxacin,2,mg,0.602794439,0.009952358,NA,0
2835,LAO,clindamycin,1,mlinjection150mg,NA,0.368237258,NA,1.204235357
2836,LAO,cloxacillin,powder,forinjection500mg,0.61891726,NA,0.885759891,0.1194283
2837,LAO,dactinomycin,powder,forinjection500mcg,NA,NA,NA,5.842034338
2838,LAO,erythromycin,powder,forinjection500mg,NA,11.06702246,NA,NA
2839,LAO,fluconazole,1,mlvial2mg,0.602495868,0.009952358,NA,0
2840,LAO,gentamicin,2,mlvial20mg,NA,1.423187241,NA,0.039809433
2841,LAO,gentamicin,2,mlvial80mg,NA,0.776283949,0.228904242,0.039809433
2842,LAO,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.284278248,3.105135798,11.80349698
2843,LAO,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.552567899,8.459504577
2844,LAO,kanamycin,powder,forinjection1g,NA,NA,NA,0.427951408
2845,LAO,streptomycin,powder,forinjection1000mg,NA,NA,0.288618391,0.05971415
2846,LAO,streptomycin,powder,forinjection1000mg,NA,NA,0.288618391,0.05971415
2847,LAO,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.24957529,2.298994773,NA,NA
2848,LAO,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.258293556,4.597989547,NA,NA
2849,LAO,vancomycin,powder,forinjection250mg,0.903445232,0.716569799,0.875807533,0.278666033
2850,LAO,metronidazole,100ml,vial500mg,0.610278613,0.467760841,0.089571225,0.006130653
2851,LBN,amikacin,powder,forinjection1000mg,NA,26.61042441,0.614172616,0.30150292
2852,LBN,amikacin,powder,forinjection100mg,NA,2.657692409,0.368503569,0.055833874
2853,LBN,amikacin,powder,forinjection500mg,NA,13.31079559,0.312669695,0.156334848
2854,LBN,ampicillin,powder,forinjection1000mg,0.719307801,22.73555355,1.351179754,0.145168073
2855,LBN,ampicillin,powder,forinjection500mg,0.697443255,11.36777677,0.681173264,0.067000649
2856,LBN,cefazolin,powder,forinjection1000mg,0.901315063,NA,0.591839066,0.290336146
2857,LBN,cefotaxime,powder,forinjection250mg,0.716225771,1.462847502,0.167501622,0.067000649
2858,LBN,ceftazidime,powder,forinjection1000mg,1.316149581,1.105510708,1.976519144,0.402003894
2859,LBN,ceftazidime,powder,forinjection250mg,0.835732595,1.976519144,0.491338092,0.402003894
2860,LBN,ceftriaxone,powder,forinjection1000mg,0.958511284,0.714673589,0.491338092,0.167501622
2861,LBN,ceftriaxone,powder,forinjection250mg,0.746320229,1.5968488,0.30150292,0.089334199
2862,LBN,chloramphenicol,2,mlampoule1000mg,0.506636574,NA,NA,0.156334848
2863,LBN,chloramphenicol,powder,forinjection1000mg,0.9119905,2.021186244,NA,0.156334848
2864,LBN,ciprofloxacin,2,mg,0.676349218,0.011166775,NA,0
2865,LBN,clindamycin,1,mlinjection150mg,NA,0.413170669,NA,1.351179754
2866,LBN,cloxacillin,powder,forinjection500mg,0.694439393,NA,0.99384296,0.134001298
2867,LBN,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.554896824
2868,LBN,erythromycin,powder,forinjection500mg,NA,12.41745361,NA,NA
2869,LBN,fluconazole,1,mlvial2mg,0.676014214,0.011166775,NA,0
2870,LBN,gentamicin,2,mlvial20mg,NA,1.5968488,NA,0.044667099
2871,LBN,gentamicin,2,mlvial80mg,NA,0.871008437,0.256835821,0.044667099
2872,LBN,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.685035693,3.484033746,13.24379495
2873,LBN,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.742016873,9.491758603
2874,LBN,kanamycin,powder,forinjection1g,NA,NA,NA,0.480171318
2875,LBN,streptomycin,powder,forinjection1000mg,NA,NA,0.32383647,0.067000649
2876,LBN,streptomycin,powder,forinjection1000mg,NA,NA,0.32383647,0.067000649
2877,LBN,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.280029212,2.579524985,NA,NA
2878,LBN,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.289811307,5.15904997,NA,NA
2879,LBN,vancomycin,powder,forinjection250mg,1.013686318,0.804007788,0.982676185,0.312669695
2880,LBN,metronidazole,100ml,vial500mg,0.684746632,0.524838417,0.100500973,0.006878733
2881,LBR,amikacin,powder,forinjection1000mg,NA,11.15507427,0.257460799,0.126389847
2882,LBR,amikacin,powder,forinjection100mg,NA,1.114103096,0.15447648,0.023405527
2883,LBR,amikacin,powder,forinjection500mg,NA,5.579877689,0.131070952,0.065535476
2884,LBR,ampicillin,powder,forinjection1000mg,0.301533407,9.530730684,0.566413759,0.060854371
2885,LBR,ampicillin,powder,forinjection500mg,0.292367803,4.765365342,0.285547432,0.028086633
2886,LBR,cefazolin,powder,forinjection1000mg,0.377830745,NA,0.248098589,0.121708742
2887,LBR,cefotaxime,powder,forinjection250mg,0.300241422,0.613224813,0.070216582,0.028086633
2888,LBR,ceftazidime,powder,forinjection1000mg,0.551729131,0.463429439,0.828555664,0.168519796
2889,LBR,ceftazidime,powder,forinjection250mg,0.350338613,0.828555664,0.20596864,0.168519796
2890,LBR,ceftriaxone,powder,forinjection1000mg,0.401807367,0.299590748,0.20596864,0.070216582
2891,LBR,ceftriaxone,powder,forinjection250mg,0.312857001,0.669398078,0.126389847,0.037448844
2892,LBR,chloramphenicol,2,mlampoule1000mg,0.212381754,NA,NA,0.065535476
2893,LBR,chloramphenicol,powder,forinjection1000mg,0.382305882,0.847280085,NA,0.065535476
2894,LBR,ciprofloxacin,2,mg,0.283525195,0.004681105,NA,0
2895,LBR,clindamycin,1,mlinjection150mg,NA,0.173200901,NA,0.566413759
2896,LBR,cloxacillin,powder,forinjection500mg,0.291108585,NA,0.416618384,0.056173265
2897,LBR,dactinomycin,powder,forinjection500mcg,NA,NA,NA,2.747808896
2898,LBR,erythromycin,powder,forinjection500mg,NA,5.205389254,NA,NA
2899,LBR,fluconazole,1,mlvial2mg,0.283384761,0.004681105,NA,0
2900,LBR,gentamicin,2,mlvial20mg,NA,0.669398078,NA,0.018724422
2901,LBR,gentamicin,2,mlvial80mg,NA,0.365126225,0.107665425,0.018724422
2902,LBR,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,1.544764796,1.460504898,5.551791056
2903,LBR,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,0.730252449,3.978939627
2904,LBR,kanamycin,powder,forinjection1g,NA,NA,NA,0.201287534
2905,LBR,streptomycin,powder,forinjection1000mg,NA,NA,0.135752058,0.028086633
2906,LBR,streptomycin,powder,forinjection1000mg,NA,NA,0.135752058,0.028086633
2907,LBR,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.117388081,1.081335358,NA,NA
2908,LBR,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.12148873,2.162670715,NA,NA
2909,LBR,vancomycin,powder,forinjection250mg,0.424936709,0.337039592,0.411937279,0.131070952
2910,LBR,metronidazole,100ml,vial500mg,0.287045386,0.220011956,0.042129949,0.002883561
2911,LBY,amikacin,powder,forinjection1000mg,NA,31.67562326,0.73107817,0.35889292
2912,LBY,amikacin,powder,forinjection100mg,NA,3.163574627,0.438646902,0.066461652
2913,LBY,amikacin,powder,forinjection500mg,NA,15.8444578,0.37218525,0.186092625
2914,LBY,ampicillin,powder,forinjection1000mg,0.856225461,27.06318463,1.608371974,0.172800295
2915,LBY,ampicillin,powder,forinjection500mg,0.830199078,13.53159231,0.810832152,0.079753982
2916,LBY,cefazolin,powder,forinjection1000mg,1.072877153,NA,0.704493509,0.34560059
2917,LBY,cefotaxime,powder,forinjection250mg,0.852556777,1.741295278,0.199384955,0.079753982
2918,LBY,ceftazidime,powder,forinjection1000mg,1.566673934,1.315940706,2.352742475,0.478523893
2919,LBY,ceftazidime,powder,forinjection250mg,0.994811297,2.352742475,0.584862536,0.478523893
2920,LBY,ceftriaxone,powder,forinjection1000mg,1.140960469,0.850709143,0.584862536,0.199384955
2921,LBY,ceftriaxone,powder,forinjection250mg,0.888379608,1.900803242,0.35889292,0.106338643
2922,LBY,chloramphenicol,2,mlampoule1000mg,0.603073029,NA,NA,0.186092625
2923,LBY,chloramphenicol,powder,forinjection1000mg,1.085584621,2.405911796,NA,0.186092625
2924,LBY,ciprofloxacin,2,mg,0.805089866,0.01329233,NA,0
2925,LBY,clindamycin,1,mlinjection150mg,NA,0.491816224,NA,1.608371974
2926,LBY,cloxacillin,powder,forinjection500mg,0.826623441,NA,1.183017403,0.159507964
2927,LBY,dactinomycin,powder,forinjection500mcg,NA,NA,NA,7.802597925
2928,LBY,erythromycin,powder,forinjection500mg,NA,14.78107137,NA,NA
2929,LBY,fluconazole,1,mlvial2mg,0.804691096,0.01329233,NA,0
2930,LBY,gentamicin,2,mlvial20mg,NA,1.900803242,NA,0.053169321
2931,LBY,gentamicin,2,mlvial80mg,NA,1.036801769,0.305723598,0.053169321
2932,LBY,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,4.386469021,4.147207074,15.76470381
2933,LBY,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,2.073603537,11.29848081
2934,LBY,kanamycin,powder,forinjection1g,NA,NA,NA,0.571570206
2935,LBY,streptomycin,powder,forinjection1000mg,NA,NA,0.385477581,0.079753982
2936,LBY,streptomycin,powder,forinjection1000mg,NA,NA,0.385477581,0.079753982
2937,LBY,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.333331769,3.070528315,NA,NA
2938,LBY,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.34497585,6.141056629,NA,NA
2939,LBY,vancomycin,powder,forinjection250mg,1.206637874,0.957047786,1.169725072,0.37218525
2940,LBY,metronidazole,100ml,vial500mg,0.815085698,0.624739527,0.119630973,0.008188076
2941,LCA,amikacin,powder,forinjection1000mg,NA,25.09247072,0.579138015,0.284304116
2942,LCA,amikacin,powder,forinjection100mg,NA,2.506088138,0.347482809,0.05264891
2943,LCA,amikacin,powder,forinjection500mg,NA,12.55150025,0.294833899,0.147416949
2944,LCA,ampicillin,powder,forinjection1000mg,0.678275913,21.43863634,1.274103633,0.136887167
2945,LCA,ampicillin,powder,forinjection500mg,0.6576586,10.71931817,0.642316708,0.063178693
2946,LCA,cefazolin,powder,forinjection1000mg,0.849900832,NA,0.558078451,0.273774334
2947,LCA,cefotaxime,powder,forinjection250mg,0.675369694,1.379401454,0.157946731,0.063178693
2948,LCA,ceftazidime,powder,forinjection1000mg,1.241071707,1.042448427,1.86377143,0.379072155
2949,LCA,ceftazidime,powder,forinjection250mg,0.788059421,1.86377143,0.463310412,0.379072155
2950,LCA,ceftriaxone,powder,forinjection1000mg,0.903834376,0.673906054,0.463310412,0.157946731
2951,LCA,ceftriaxone,powder,forinjection250mg,0.703747456,1.505758839,0.284304116,0.084238257
2952,LCA,chloramphenicol,2,mlampoule1000mg,0.477736213,NA,NA,0.147416949
2953,LCA,chloramphenicol,powder,forinjection1000mg,0.859967303,1.905890558,NA,0.147416949
2954,LCA,ciprofloxacin,2,mg,0.637767842,0.010529782,NA,0
2955,LCA,clindamycin,1,mlinjection150mg,NA,0.389601937,NA,1.274103633
2956,LCA,cloxacillin,powder,forinjection500mg,0.654826089,NA,0.937150606,0.126357385
2957,LCA,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.180982087
2958,LCA,erythromycin,powder,forinjection500mg,NA,11.70911769,NA,NA
2959,LCA,fluconazole,1,mlvial2mg,0.637451948,0.010529782,NA,0
2960,LCA,gentamicin,2,mlvial20mg,NA,1.505758839,NA,0.042119128
2961,LCA,gentamicin,2,mlvial80mg,NA,0.821323003,0.242184988,0.042119128
2962,LCA,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.47482809,3.285292012,12.48832156
2963,LCA,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.642646006,8.950314777
2964,LCA,kanamycin,powder,forinjection1g,NA,NA,NA,0.45278063
2965,LCA,streptomycin,powder,forinjection1000mg,NA,NA,0.305363681,0.063178693
2966,LCA,streptomycin,powder,forinjection1000mg,NA,NA,0.305363681,0.063178693
2967,LCA,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.264055345,2.432379663,NA,NA
2968,LCA,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.273279435,4.864759326,NA,NA
2969,LCA,vancomycin,powder,forinjection250mg,0.955862029,0.758144311,0.926620824,0.294833899
2970,LCA,metronidazole,100ml,vial500mg,0.645686238,0.494899758,0.094768039,0.006486346
2971,LKA,amikacin,powder,forinjection1000mg,NA,22.1980553,0.51233447,0.251509649
2972,LKA,amikacin,powder,forinjection100mg,NA,2.217010979,0.307400682,0.046575861
2973,LKA,amikacin,powder,forinjection500mg,NA,11.10368524,0.260824821,0.130412411
2974,LKA,ampicillin,powder,forinjection1000mg,0.600036816,18.96569056,1.127135834,0.121097238
2975,LKA,ampicillin,powder,forinjection500mg,0.581797709,9.482845279,0.568225503,0.055891033
2976,LKA,cefazolin,powder,forinjection1000mg,0.751864807,NA,0.493704126,0.242194477
2977,LKA,cefotaxime,powder,forinjection250mg,0.597465828,1.220287556,0.139727583,0.055891033
2978,LKA,ceftazidime,powder,forinjection1000mg,1.097914139,0.922202046,1.648785476,0.335346198
2979,LKA,ceftazidime,powder,forinjection250mg,0.697156801,1.648785476,0.409867576,0.335346198
2980,LKA,ceftriaxone,powder,forinjection1000mg,0.799577119,0.59617102,0.409867576,0.139727583
2981,LKA,ceftriaxone,powder,forinjection250mg,0.622570217,1.332069622,0.251509649,0.074521377
2982,LKA,chloramphenicol,2,mlampoule1000mg,0.422629362,NA,NA,0.130412411
2983,LKA,chloramphenicol,powder,forinjection1000mg,0.760770112,1.686046165,NA,0.130412411
2984,LKA,ciprofloxacin,2,mg,0.564201349,0.009315172,NA,0
2985,LKA,clindamycin,1,mlinjection150mg,NA,0.344661371,NA,1.127135834
2986,LKA,cloxacillin,powder,forinjection500mg,0.579291928,NA,0.829050324,0.111782066
2987,LKA,dactinomycin,powder,forinjection500mcg,NA,NA,NA,5.46800607
2988,LKA,erythromycin,powder,forinjection500mg,NA,10.35847146,NA,NA
2989,LKA,fluconazole,1,mlvial2mg,0.563921893,0.009315172,NA,0
2990,LKA,gentamicin,2,mlvial20mg,NA,1.332069622,NA,0.037260689
2991,LKA,gentamicin,2,mlvial80mg,NA,0.72658343,0.21424896,0.037260689
2992,LKA,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.074006819,2.90633372,11.04779421
2993,LKA,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.45316686,7.917896353
2994,LKA,kanamycin,powder,forinjection1g,NA,NA,NA,0.400552404
2995,LKA,streptomycin,powder,forinjection1000mg,NA,NA,0.270139993,0.055891033
2996,LKA,streptomycin,powder,forinjection1000mg,NA,NA,0.270139993,0.055891033
2997,LKA,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.233596573,2.151804774,NA,NA
2998,LKA,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.241756664,4.303609547,NA,NA
2999,LKA,vancomycin,powder,forinjection250mg,0.845603385,0.670692397,0.819735152,0.260824821
3000,LKA,metronidazole,100ml,vial500mg,0.571206358,0.437813092,0.08383655,0.005738146
3001,LSO,amikacin,powder,forinjection1000mg,NA,27.15488653,0.626738883,0.307671815
3002,LSO,amikacin,powder,forinjection100mg,NA,2.712070077,0.37604333,0.056976262
3003,LSO,amikacin,powder,forinjection500mg,NA,13.58314089,0.319067068,0.159533534
3004,LSO,ampicillin,powder,forinjection1000mg,0.734025185,23.20073394,1.378825543,0.148138282
3005,LSO,ampicillin,powder,forinjection500mg,0.711713281,11.60036697,0.695110398,0.068371515
3006,LSO,cefazolin,powder,forinjection1000mg,0.919756404,NA,0.603948379,0.296276563
3007,LSO,cefotaxime,powder,forinjection250mg,0.730880095,1.492778068,0.170928786,0.068371515
3008,LSO,ceftazidime,powder,forinjection1000mg,1.343078637,1.12812999,2.016959679,0.410229087
3009,LSO,ceftazidime,powder,forinjection250mg,0.852832087,2.016959679,0.501391107,0.410229087
3010,LSO,ceftriaxone,powder,forinjection1000mg,0.978122887,0.729296155,0.501391107,0.170928786
3011,LSO,ceftriaxone,powder,forinjection250mg,0.761590301,1.629521097,0.307671815,0.091162019
3012,LSO,chloramphenicol,2,mlampoule1000mg,0.517002603,NA,NA,0.159533534
3013,LSO,chloramphenicol,powder,forinjection1000mg,0.930650266,2.062540689,NA,0.159533534
3014,LSO,ciprofloxacin,2,mg,0.690187649,0.011395252,NA,0
3015,LSO,clindamycin,1,mlinjection150mg,NA,0.42162434,NA,1.378825543
3016,LSO,cloxacillin,powder,forinjection500mg,0.708647958,NA,1.014177466,0.136743029
3017,LSO,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.689013174
3018,LSO,erythromycin,powder,forinjection500mg,NA,12.6715207,NA,NA
3019,LSO,fluconazole,1,mlvial2mg,0.689845791,0.011395252,NA,0
3020,LSO,gentamicin,2,mlvial20mg,NA,1.629521097,NA,0.04558101
3021,LSO,gentamicin,2,mlvial80mg,NA,0.888829689,0.262090806,0.04558101
3022,LSO,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.7604333,3.555318757,13.51476938
3023,LSO,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.777659378,9.685964561
3024,LSO,kanamycin,powder,forinjection1g,NA,NA,NA,0.489995854
3025,LSO,streptomycin,powder,forinjection1000mg,NA,NA,0.33046232,0.068371515
3026,LSO,streptomycin,powder,forinjection1000mg,NA,NA,0.33046232,0.068371515
3027,LSO,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.285758745,2.63230331,NA,NA
3028,LSO,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.295740986,5.26460662,NA,NA
3029,LSO,vancomycin,powder,forinjection250mg,1.034426829,0.820458175,1.002782213,0.319067068
3030,LSO,metronidazole,100ml,vial500mg,0.698756879,0.535576864,0.102557272,0.007019475
3031,LTU,amikacin,powder,forinjection1000mg,NA,26.72618093,0.616844293,0.302814471
3032,LTU,amikacin,powder,forinjection100mg,NA,2.669253488,0.370106576,0.056076754
3033,LTU,amikacin,powder,forinjection500mg,NA,13.36869814,0.314029822,0.157014911
3034,LTU,ampicillin,powder,forinjection1000mg,0.722436821,22.8344542,1.357057445,0.14579956
3035,LTU,ampicillin,powder,forinjection500mg,0.700477164,11.4172271,0.684136398,0.067292105
3036,LTU,cefazolin,powder,forinjection1000mg,0.905235823,NA,0.594413592,0.29159912
3037,LTU,cefotaxime,powder,forinjection250mg,0.719341384,1.469210953,0.168230262,0.067292105
3038,LTU,ceftazidime,powder,forinjection1000mg,1.32187489,1.110319728,1.985117089,0.403752628
3039,LTU,ceftazidime,powder,forinjection250mg,0.839368068,1.985117089,0.493475435,0.403752628
3040,LTU,ceftriaxone,powder,forinjection1000mg,0.96268085,0.71778245,0.493475435,0.168230262
3041,LTU,ceftriaxone,powder,forinjection250mg,0.749566755,1.603795163,0.302814471,0.089722806
3042,LTU,chloramphenicol,2,mlampoule1000mg,0.508840465,NA,NA,0.157014911
3043,LTU,chloramphenicol,powder,forinjection1000mg,0.915957699,2.029978493,NA,0.157014911
3044,LTU,ciprofloxacin,2,mg,0.679291367,0.011215351,NA,0
3045,LTU,clindamycin,1,mlinjection150mg,NA,0.414967979,NA,1.357057445
3046,LTU,cloxacillin,powder,forinjection500mg,0.697460235,NA,0.99816622,0.134584209
3047,LTU,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.583410913
3048,LTU,erythromycin,powder,forinjection500mg,NA,12.47147008,NA,NA
3049,LTU,fluconazole,1,mlvial2mg,0.678954906,0.011215351,NA,0
3050,LTU,gentamicin,2,mlvial20mg,NA,1.603795163,NA,0.044861403
3051,LTU,gentamicin,2,mlvial80mg,NA,0.874797361,0.257953068,0.044861403
3052,LTU,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.70106576,3.499189446,13.30140603
3053,LTU,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.749594723,9.53304817
3054,LTU,kanamycin,powder,forinjection1g,NA,NA,NA,0.482260084
3055,LTU,streptomycin,powder,forinjection1000mg,NA,NA,0.325245173,0.067292105
3056,LTU,streptomycin,powder,forinjection1000mg,NA,NA,0.325245173,0.067292105
3057,LTU,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.281247352,2.590746032,NA,NA
3058,LTU,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.291071999,5.181492064,NA,NA
3059,LTU,vancomycin,powder,forinjection250mg,1.018095898,0.807505257,0.986950869,0.314029822
3060,LTU,metronidazole,100ml,vial500mg,0.68772531,0.527121487,0.100938157,0.006908656
3061,LUX,amikacin,powder,forinjection1000mg,NA,25.98250883,0.599680229,0.294388476
3062,LUX,amikacin,powder,forinjection100mg,NA,2.5949799,0.359808137,0.054516384
3063,LUX,amikacin,powder,forinjection500mg,NA,12.99670606,0.305291753,0.152645876
3064,LUX,ampicillin,powder,forinjection1000mg,0.702334581,22.19907175,1.319296504,0.1417426
3065,LUX,ampicillin,powder,forinjection500mg,0.680985965,11.09953588,0.66509989,0.065419661
3066,LUX,cefazolin,powder,forinjection1000mg,0.880047091,NA,0.577873675,0.283485199
3067,LUX,cefotaxime,powder,forinjection250mg,0.699325277,1.428329273,0.163549153,0.065419661
3068,LUX,ceftazidime,powder,forinjection1000mg,1.285092924,1.079424412,1.92988001,0.392517968
3069,LUX,ceftazidime,powder,forinjection250mg,0.816012146,1.92988001,0.479744183,0.392517968
3070,LUX,ceftriaxone,powder,forinjection1000mg,0.935893675,0.697809721,0.479744183,0.163549153
3071,LUX,ceftriaxone,powder,forinjection250mg,0.728709608,1.559168596,0.294388476,0.087226215
3072,LUX,chloramphenicol,2,mlampoule1000mg,0.494681673,NA,NA,0.152645876
3073,LUX,chloramphenicol,powder,forinjection1000mg,0.890470624,1.973493118,NA,0.152645876
3074,LUX,ciprofloxacin,2,mg,0.660389675,0.010903277,NA,0
3075,LUX,clindamycin,1,mlinjection150mg,NA,0.403421245,NA,1.319296504
3076,LUX,cloxacillin,powder,forinjection500mg,0.678052983,NA,0.970391643,0.130839323
3077,LUX,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.400223536
3078,LUX,erythromycin,powder,forinjection500mg,NA,12.1244439,NA,NA
3079,LUX,fluconazole,1,mlvial2mg,0.660062577,0.010903277,NA,0
3080,LUX,gentamicin,2,mlvial20mg,NA,1.559168596,NA,0.043613108
3081,LUX,gentamicin,2,mlvial80mg,NA,0.850455598,0.250775369,0.043613108
3082,LUX,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.598081375,3.40182239,12.93128639
3083,LUX,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.700911195,9.267785359
3084,LUX,kanamycin,powder,forinjection1g,NA,NA,NA,0.468840906
3085,LUX,streptomycin,powder,forinjection1000mg,NA,NA,0.31619503,0.065419661
3086,LUX,streptomycin,powder,forinjection1000mg,NA,NA,0.31619503,0.065419661
3087,LUX,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.273421475,2.518656962,NA,NA
3088,LUX,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.282972745,5.037313924,NA,NA
3089,LUX,vancomycin,powder,forinjection250mg,0.989766766,0.785035936,0.959488367,0.305291753
3090,LUX,metronidazole,100ml,vial500mg,0.668588939,0.512454014,0.098129492,0.006716419
3091,LVA,amikacin,powder,forinjection1000mg,NA,26.48392936,0.611253091,0.300069699
3092,LVA,amikacin,powder,forinjection100mg,NA,2.645058828,0.366751854,0.055568463
3093,LVA,amikacin,powder,forinjection500mg,NA,13.24752153,0.311183392,0.155591696
3094,LVA,ampicillin,powder,forinjection1000mg,0.715888506,22.62747804,1.344756799,0.144478003
3095,LVA,ampicillin,powder,forinjection500mg,0.694127896,11.31373902,0.677935246,0.066682155
3096,LVA,cefazolin,powder,forinjection1000mg,0.897030581,NA,0.589025705,0.288956006
3097,LVA,cefotaxime,powder,forinjection250mg,0.712821127,1.455893725,0.166705388,0.066682155
3098,LVA,ceftazidime,powder,forinjection1000mg,1.309893146,1.100255563,1.967123582,0.400092932
3099,LVA,ceftazidime,powder,forinjection250mg,0.831759865,1.967123582,0.489002472,0.400092932
3100,LVA,ceftriaxone,powder,forinjection1000mg,0.953954914,0.711276324,0.489002472,0.166705388
3101,LVA,ceftriaxone,powder,forinjection250mg,0.742772528,1.589258035,0.300069699,0.08890954
3102,LVA,chloramphenicol,2,mlampoule1000mg,0.504228231,NA,NA,0.155591696
3103,LVA,chloramphenicol,powder,forinjection1000mg,0.907655271,2.011578353,NA,0.155591696
3104,LVA,ciprofloxacin,2,mg,0.673134131,0.011113693,NA,0
3105,LVA,clindamycin,1,mlinjection150mg,NA,0.411206625,NA,1.344756799
3106,LVA,cloxacillin,powder,forinjection500mg,0.691138313,NA,0.989118637,0.133364311
3107,LVA,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.52373753
3108,LVA,erythromycin,powder,forinjection500mg,NA,12.35842612,NA,NA
3109,LVA,fluconazole,1,mlvial2mg,0.67280072,0.011113693,NA,0
3110,LVA,gentamicin,2,mlvial20mg,NA,1.589258035,NA,0.04445477
3111,LVA,gentamicin,2,mlvial80mg,NA,0.866868019,0.255614929,0.04445477
3112,LVA,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.667518543,3.467472077,13.18083937
3113,LVA,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.733736039,9.446638672
3114,LVA,kanamycin,powder,forinjection1g,NA,NA,NA,0.47788878
