"","syndrome","gram.stain","class","bacteria","bacteria.code","Country (ISO3 Code)","AMR_or_DRI","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both","adj.factor","Scenario 2 Mean Cost"
"15406","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","PAN","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,1228,93,3212,NA,NA,NA,NA,NA,1228,93,3212,1.87079156449068,3525.33204119456
"15407","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","BRB","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,3585,60,9987,NA,NA,NA,NA,NA,3585,60,9987,1.87079156449068,10291.7877586991
"15408","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","MYS","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",2,815,35,2092,NA,NA,NA,NA,NA,815,35,2092,2.69094837960021,3008.12292937417
"15409","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","CRI","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,1138,-2,3023,NA,NA,NA,NA,NA,1138,-2,3023,2.69094837960021,4200.29925598504
"15410","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GNQ","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","global",2,2017,187,5254,NA,NA,NA,NA,NA,2017,187,5254,2.69094837960021,7444.64288165362
"15411","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","EST","AMR","EURO C","Europe & Central Asia","EURO","High income","income",2,2161,147,5766,NA,NA,NA,NA,NA,2161,147,5766,1.87079156449068,6203.78057086436
"15412","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","TGO","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,32,1,82,NA,NA,NA,NA,NA,32,1,82,2.68623198395786,117.959423486652
"15413","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","LSO","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",2,70,2,196,NA,NA,NA,NA,NA,70,2,196,2.68623198395786,258.03623887705
"15414","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","MUS","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","global",2,1024,79,2748,NA,NA,NA,NA,NA,1024,79,2748,2.69094837960021,3779.53114071062
"15415","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","PAK","AMR","EMRO D","South Asia","EMRO","Lower middle income","global",2,63,2,171,NA,NA,NA,NA,NA,63,2,171,2.68623198395786,232.232614989345
"15416","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","IRN","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","wbregion",1,1464,-243,4200,NA,NA,NA,NA,NA,1464,-243,4200,2.69094837960021,5403.54842773471
"15417","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NER","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,20,1,54,NA,NA,NA,NA,NA,20,1,54,2.68623198395786,73.7246396791572
"15418","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","HRV","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1004,-189,3018,NA,NA,NA,NA,NA,1004,-189,3018,1.87079156449068,2882.27473074864
"15419","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GNB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,43,1,115,NA,NA,NA,NA,NA,43,1,115,2.68623198395786,158.507975310188
"15420","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ARM","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,265,7,672,NA,NA,NA,NA,NA,265,7,672,2.69094837960021,978.101320594056
"15421","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ESP","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2487,-374,7690,NA,NA,NA,NA,NA,2487,-374,7690,1.87079156449068,7139.65862088832
"15422","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","LUX","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,12467,-2959,39221,NA,NA,NA,NA,NA,12467,-2959,39221,1.87079156449068,35790.1584345053
"15423","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SUR","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,505,16,1448,NA,NA,NA,NA,NA,505,16,1448,2.69094837960021,1863.92893169811
"15424","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","AZE","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,396,30,1083,NA,NA,NA,NA,NA,396,30,1083,2.69094837960021,1461.61555832168
"15425","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","IRL","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4418,-1132,12384,NA,NA,NA,NA,NA,4418,-1132,12384,1.87079156449068,12683.1571319198
"15426","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","KIR","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,172,11,473,NA,NA,NA,NA,NA,172,11,473,2.68623198395786,634.031901240752
"15427","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","HND","AMR","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","global",2,235,10,652,NA,NA,NA,NA,NA,235,10,652,2.68623198395786,866.264516230097
"15428","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","PHL","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,167,11,417,NA,NA,NA,NA,NA,167,11,417,2.68623198395786,615.600741320963
"15429","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SDN","AMR","EMRO D","Sub-Saharan Africa","EMRO","Lower middle income","global",2,292,4,848,NA,NA,NA,NA,NA,292,4,848,2.68623198395786,1076.3797393157
"15430","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","IDN","AMR","SEARO B","East Asia & Pacific","SEARO","Lower middle income","global",2,150,9,411,NA,NA,NA,NA,NA,150,9,411,2.68623198395786,552.934797593679
"15431","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","CYP","AMR","EMRO E","Europe & Central Asia","EURO","High income","income",2,3915,100,10751,NA,NA,NA,NA,NA,3915,100,10751,1.87079156449068,11239.148974981
"15432","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","CPV","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",2,216,-4,576,NA,NA,NA,NA,NA,216,-4,576,2.68623198395786,796.226108534898
"15433","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","AUT","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4402,-751,13954,NA,NA,NA,NA,NA,4402,-751,13954,1.87079156449068,12637.224466888
"15434","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","CZE","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1536,-241,4887,NA,NA,NA,NA,NA,1536,-241,4887,1.87079156449068,4409.53584305768
"15435","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","AND","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5022,-1797,14614,NA,NA,NA,NA,NA,5022,-1797,14614,1.87079156449068,14417.1152368722
"15436","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SWE","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4513,-645,13924,NA,NA,NA,NA,NA,4513,-645,13924,1.87079156449068,12955.8823305464
"15437","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","TZA","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",2,49,1,133,NA,NA,NA,NA,NA,49,1,133,2.68623198395786,180.625367213935
"15438","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ISL","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5143,-839,14987,NA,NA,NA,NA,NA,5143,-839,14987,1.87079156449068,14764.4810161756
"15439","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NAM","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","global",2,421,4,1128,NA,NA,NA,NA,NA,421,4,1128,2.69094837960021,1553.88926781169
"15440","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","CUB","AMR","AMRO A","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,753,122,1935,NA,NA,NA,NA,NA,753,122,1935,2.69094837960021,2779.28412983896
"15441","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","LBY","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","wbregion",1,561,-64,1691,NA,NA,NA,NA,NA,561,-64,1691,2.69094837960021,2070.62204095572
"15442","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","AUS","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",2,8530,462,24280,NA,NA,NA,NA,NA,8530,462,24280,1.87079156449068,24487.8520451055
"15443","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","DJI","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","wbregion",1,152,-47,474,NA,NA,NA,NA,NA,152,-47,474,2.68623198395786,560.307261561595
"15444","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","KNA","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,1961,92,5051,NA,NA,NA,NA,NA,1961,92,5051,1.87079156449068,5629.62225796622
"15445","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","STP","AMR","AFRO D",NA,"AFRO",NA,"global",2,92,7,251,NA,NA,NA,NA,NA,92,7,251,NA,NA
"15446","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ECU","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","global",2,664,1,1827,NA,NA,NA,NA,NA,664,1,1827,2.69094837960021,2450.78972405454
"15447","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","IRQ","AMR","EMRO D","Middle East & North Africa","EMRO","Upper middle income","wbregion",1,95,-16,319,NA,NA,NA,NA,NA,95,-16,319,2.69094837960021,350.64009606202
"15448","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NGA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",2,106,9,288,NA,NA,NA,NA,NA,106,9,288,2.68623198395786,390.740590299533
"15449","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","KOR","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",2,3473,125,9832,NA,NA,NA,NA,NA,3473,125,9832,1.87079156449068,9970.25910347613
"15450","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","PNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,187,12,510,NA,NA,NA,NA,NA,187,12,510,2.68623198395786,689.32538100012
"15451","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ATG","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,1901,38,5179,NA,NA,NA,NA,NA,1901,38,5179,1.87079156449068,5457.37476409678
"15452","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NIC","AMR","AMRO D","Latin America & Caribbean","PAHO","Lower middle income","global",2,155,7,435,NA,NA,NA,NA,NA,155,7,435,2.68623198395786,571.365957513468
"15453","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","LVA","AMR","EURO C","Europe & Central Asia","EURO","High income","income",2,1635,70,4423,NA,NA,NA,NA,NA,1635,70,4423,1.87079156449068,4693.74420794226
"15454","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SRB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,1653,46,4445,NA,NA,NA,NA,NA,1653,46,4445,2.69094837960021,6101.13767147915
"15455","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","UGA","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",2,32,1,89,NA,NA,NA,NA,NA,32,1,89,2.68623198395786,117.959423486652
"15456","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GMB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,60,3,165,NA,NA,NA,NA,NA,60,3,165,2.68623198395786,221.173919037472
"15457","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SLE","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,32,1,90,NA,NA,NA,NA,NA,32,1,90,2.68623198395786,117.959423486652
"15458","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SYR","AMR","EMRO E","Middle East & North Africa","EMRO","Low income","wbregion",1,457,-77,1403,NA,NA,NA,NA,NA,457,-77,1403,2.68623198395786,1684.60801666874
"15459","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","PLW","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",2,2678,69,7150,NA,NA,NA,NA,NA,2678,69,7150,1.87079156449068,7687.97980970604
"15460","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ITA","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2985,-899,9538,NA,NA,NA,NA,NA,2985,-899,9538,1.87079156449068,8569.31282000468
"15461","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NLD","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4601,-1241,14069,NA,NA,NA,NA,NA,4601,-1241,14069,1.87079156449068,13208.5119882216
"15462","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SLV","AMR","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","global",2,421,22,1204,NA,NA,NA,NA,NA,421,22,1204,2.68623198395786,1551.90366524626
"15463","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GHA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",2,74,4,206,NA,NA,NA,NA,NA,74,4,206,2.68623198395786,272.781166812882
"15464","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GRC","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2177,-518,6382,NA,NA,NA,NA,NA,2177,-518,6382,1.87079156449068,6249.71323589621
"15465","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","DEU","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3896,-529,11086,NA,NA,NA,NA,NA,3896,-529,11086,1.87079156449068,11184.6039352557
"15466","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","GIN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",2,37,0,100,NA,NA,NA,NA,NA,37,0,100,2.68623198395786,136.390583406441
"15467","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SVK","AMR","EURO B","Europe & Central Asia","EURO","High income","income",2,2036,134,5540,NA,NA,NA,NA,NA,2036,134,5540,1.87079156449068,5844.93162530302
"15468","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SVN","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2022,-395,6037,NA,NA,NA,NA,NA,2022,-395,6037,1.87079156449068,5804.74054340016
"15469","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","COL","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,539,17,1492,NA,NA,NA,NA,NA,539,17,1492,2.69094837960021,1989.42117660451
"15470","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","NIU","AMR","WPRO B",NA,"WPRO",NA,"global",2,3719,276,9920,NA,NA,NA,NA,NA,3719,276,9920,NA,NA
"15471","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","MAR","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","wbregion",1,127,-29,404,NA,NA,NA,NA,NA,127,-29,404,2.68623198395786,468.151461962648
"15472","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SWZ","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",2,249,14,654,NA,NA,NA,NA,NA,249,14,654,2.68623198395786,917.871764005507
"15473","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","DZA","AMR","AFRO D","Middle East & North Africa","AFRO","Upper middle income","wbregion",1,681,-169,2130,NA,NA,NA,NA,NA,681,-169,2130,2.69094837960021,2513.53584650774
"15474","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","DMA","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,1315,92,3229,NA,NA,NA,NA,NA,1315,92,3229,2.69094837960021,4853.59711917428
"15475","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SMR","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5868,-1458,18239,NA,NA,NA,NA,NA,5868,-1458,18239,1.87079156449068,16845.8049004313
"15476","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","SYC","AMR","AFRO D","Sub-Saharan Africa","AFRO","High income","income",2,2252,56,6193,NA,NA,NA,NA,NA,2252,56,6193,1.87079156449068,6465.02260323301
"15477","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","DOM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,547,10,1544,NA,NA,NA,NA,NA,547,10,1544,2.69094837960021,2018.94876364131
"15478","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","KWT","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",2,2893,101,8076,NA,NA,NA,NA,NA,2893,101,8076,1.87079156449068,8305.19999607154
"15479","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","ISR","AMR","EURO A","Middle East & North Africa","EURO","High income","whoc",1,3280,-545,10436,NA,NA,NA,NA,NA,3280,-545,10436,1.87079156449068,9416.19633152943
"15480","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","COK","AMR","WPRO B",NA,"WPRO",NA,"global",2,1309,17,3998,NA,NA,NA,NA,NA,1309,17,3998,NA,NA
"15481","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","POL","AMR","EURO B","Europe & Central Asia","EURO","High income","income",2,1525,60,3887,NA,NA,NA,NA,NA,1525,60,3887,1.87079156449068,4377.95713584829
"15482","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","COG","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",2,189,10,478,NA,NA,NA,NA,NA,189,10,478,2.68623198395786,696.697844968035
"15483","UTI","gn","carbapenems","Klebsiella pneumoniae","kpn","JAM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,573,30,1518,NA,NA,NA,NA,NA,573,30,1518,2.69094837960021,2114.91342151092
"15484","UTI","gn","carbapenems","Escherichia coli","eco","ZMB","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",2,49,1,131,NA,NA,NA,NA,NA,49,1,131,2.68623198395786,180.625367213935
"15485","UTI","gn","carbapenems","Escherichia coli","eco","YEM","AMR","EMRO D","Middle East & North Africa","EMRO","Low income","wbregion",1,173,-34,539,NA,NA,NA,NA,NA,173,-34,539,2.68623198395786,637.71813322471
"15486","UTI","gn","carbapenems","Escherichia coli","eco","TKM","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,1166,70,3183,NA,NA,NA,NA,NA,1166,70,3183,2.69094837960021,4303.64581061385
"15487","UTI","gn","carbapenems","Escherichia coli","eco","MNE","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,2124,165,5590,NA,NA,NA,NA,NA,2124,165,5590,2.69094837960021,7839.57435827085
"15488","UTI","gn","carbapenems","Escherichia coli","eco","NRU","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",2,183,1,497,NA,NA,NA,NA,NA,183,1,497,2.69094837960021,675.443553466838
"15489","UTI","gn","carbapenems","Escherichia coli","eco","NOR","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,7476,-1434,24663,NA,NA,NA,NA,NA,7476,-1434,24663,1.87079156449068,21462.0377361323
"15490","UTI","gn","carbapenems","Escherichia coli","eco","TJK","AMR","EURO B","Europe & Central Asia","EURO","Low income","global",2,44,0,123,NA,NA,NA,NA,NA,44,0,123,2.68623198395786,162.194207294146
"15491","UTI","gn","carbapenems","Escherichia coli","eco","CHL","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,1799,13,5135,NA,NA,NA,NA,NA,1799,13,5135,1.87079156449068,5164.55402451873
"15492","UTI","gn","carbapenems","Escherichia coli","eco","USA","AMR","AMRO A","North America","PAHO","High income","whoc",1,14305,2447,36603,NA,NA,NA,NA,NA,14305,2447,36603,1.87079156449068,41066.6733300392
"15493","UTI","gn","carbapenems","Escherichia coli","eco","ROU","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,1017,46,2840,NA,NA,NA,NA,NA,1017,46,2840,2.69094837960021,3753.69450205341
"15494","UTI","gn","carbapenems","Escherichia coli","eco","BGD","AMR","SEARO D","South Asia","SEARO","Lower middle income","global",2,65,2,176,NA,NA,NA,NA,NA,65,2,176,2.68623198395786,239.605078957261
"15495","UTI","gn","carbapenems","Escherichia coli","eco","TLS","AMR","SEARO B","East Asia & Pacific","SEARO","Lower middle income","global",2,81,4,205,NA,NA,NA,NA,NA,81,4,205,2.68623198395786,298.584790700587
"15496","UTI","gn","carbapenems","Escherichia coli","eco","MLT","AMR","EURO A","Middle East & North Africa","EURO","High income","whoc",1,1972,-343,5890,NA,NA,NA,NA,NA,1972,-343,5890,1.87079156449068,5661.20096517562
"15497","UTI","gn","carbapenems","Escherichia coli","eco","MNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,145,8,400,NA,NA,NA,NA,NA,145,8,400,2.68623198395786,534.50363767389
"15498","UTI","gn","carbapenems","Escherichia coli","eco","PRT","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1830,-467,5821,NA,NA,NA,NA,NA,1830,-467,5821,1.87079156449068,5253.54856301794
"15499","UTI","gn","carbapenems","Escherichia coli","eco","BHR","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",2,1391,54,4055,NA,NA,NA,NA,NA,1391,54,4055,1.87079156449068,3993.27106620654
"15500","UTI","gn","carbapenems","Escherichia coli","eco","QAT","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",2,7549,-21,19824,NA,NA,NA,NA,NA,7549,-21,19824,1.87079156449068,21671.6055203401
"15501","UTI","gn","carbapenems","Escherichia coli","eco","MMR","AMR","SEARO D","East Asia & Pacific","SEARO","Lower middle income","global",2,25,1,69,NA,NA,NA,NA,NA,25,1,69,2.68623198395786,92.1557995989465
"15502","UTI","gn","carbapenems","Escherichia coli","eco","TTO","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,2356,7,6416,NA,NA,NA,NA,NA,2356,7,6416,1.87079156449068,6763.58492594004
"15503","UTI","gn","carbapenems","Escherichia coli","eco","BHS","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","income",2,5066,115,14136,NA,NA,NA,NA,NA,5066,115,14136,1.87079156449068,14543.4300657098
"15504","UTI","gn","carbapenems","Escherichia coli","eco","WSM","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",2,328,4,889,NA,NA,NA,NA,NA,328,4,889,2.69094837960021,1210.63106850887
"15505","UTI","gn","carbapenems","Escherichia coli","eco","OMN","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",2,1346,72,3778,NA,NA,NA,NA,NA,1346,72,3778,1.87079156449068,3864.08544580446
"15506","UTI","gn","carbapenems","Escherichia coli","eco","MRT","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",2,76,7,199,NA,NA,NA,NA,NA,76,7,199,2.68623198395786,280.153630780797
"15507","UTI","gn","carbapenems","Escherichia coli","eco","TUN","AMR","EMRO E","Middle East & North Africa","EMRO","Lower middle income","wbregion",1,219,-33,684,NA,NA,NA,NA,NA,219,-33,684,2.68623198395786,807.284804486771
"15508","UTI","gn","carbapenems","Escherichia coli","eco","BGR","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,945,69,2565,NA,NA,NA,NA,NA,945,69,2565,2.69094837960021,3487.9462187222
"15509","UTI","gn","carbapenems","Escherichia coli","eco","UKR","AMR","EURO C","Europe & Central Asia","EURO","Lower middle income","global",2,300,10,776,NA,NA,NA,NA,NA,300,10,776,2.68623198395786,1105.86959518736
"15510","UTI","gn","carbapenems","Escherichia coli","eco","UZB","AMR","EURO B","Europe & Central Asia","EURO","Lower middle income","global",2,357,40,928,NA,NA,NA,NA,NA,357,40,928,2.68623198395786,1315.98481827296
"15511","UTI","gn","carbapenems","Escherichia coli","eco","NZL","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",2,5379,310,13610,NA,NA,NA,NA,NA,5379,310,13610,1.87079156449068,15441.9878253954
"15512","UTI","gn","carbapenems","Escherichia coli","eco","FSM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,411,19,1106,NA,NA,NA,NA,NA,411,19,1106,2.68623198395786,1515.04134540668
"15513","UTI","gn","carbapenems","Escherichia coli","eco","VUT","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",2,514,24,1422,NA,NA,NA,NA,NA,514,24,1422,2.68623198395786,1894.72323975434
"15514","UTI","gn","carbapenems","Escherichia coli","eco","VCT","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,912,29,2395,NA,NA,NA,NA,NA,912,29,2395,2.69094837960021,3366.14492219539
"15515","UTI","gn","carbapenems","Escherichia coli","eco","BLZ","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,556,16,1503,NA,NA,NA,NA,NA,556,16,1503,2.69094837960021,2052.16729905772
"15516","UTI","gn","carbapenems","Escherichia coli","eco","GAB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","global",2,945,62,2619,NA,NA,NA,NA,NA,945,62,2619,2.69094837960021,3487.9462187222
"15517","UTI","gn","carbapenems","Escherichia coli","eco","CAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",2,38,0,107,NA,NA,NA,NA,NA,38,0,107,2.68623198395786,140.076815390399
"15518","UTI","gn","carbapenems","Escherichia coli","eco","VEN","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",2,1755,70,4599,NA,NA,NA,NA,NA,1755,70,4599,2.69094837960021,6477.61440619837
"15519","UTI","gn","carbapenems","Escherichia coli","eco","MDV","AMR","SEARO D","South Asia","SEARO","Upper middle income","global",2,699,-7,1824,NA,NA,NA,NA,NA,699,-7,1824,2.69094837960021,2579.97291734055
"15520","UTI","gn","carbapenems","Escherichia coli","eco","NPL","AMR","SEARO D","South Asia","SEARO","Low income","global",2,43,5,122,NA,NA,NA,NA,NA,43,5,122,2.68623198395786,158.507975310188
"15521","UTI","gn","carbapenems","Escherichia coli","eco","BIH","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","global",2,476,22,1203,NA,NA,NA,NA,NA,476,22,1203,2.69094837960021,1756.8914286897
"15522","UTI","gn","carbapenems","Escherichia coli","eco","ZAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","global",2,643,46,1830,NA,NA,NA,NA,NA,643,46,1830,2.69094837960021,2373.27980808294
"15523","UTI","gn","carbapenems","Escherichia coli","eco","ETH","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",2,36,3,98,NA,NA,NA,NA,NA,36,3,98,2.68623198395786,132.704351422483
