"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"1685","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gn","carbapenems","RTI","income",3,542,-3098,4873,"wbregion",1,6524,-5493,18241,3533,-3978,16196
"1686","KOR","WPRO B","East Asia & Pacific","WPRO","High income","tb","mdr","RTI","income",3,53827,-31371,179314,"income",1,46214,-47219,136293,50020,-38874,162508
"1687","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gp","penicillins","RTI","income",12,866,154,2315,"income",5,-784,-5327,3790,41,-4698,2915
"1688","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gp","penicillins","SSI","income",2,2739,881,6544,"income",2,36462,-13958,87716,19601,-7821,78579
"1689","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gp","penicillins","SSTI","whoc",1,7065,1395,18151,"whoc",1,5616,-6206,16753,6340,-4332,17437
"1690","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gn","3g cephalosporins","UTI","income",4,1308,408,3185,"income",2,1540,-816,3947,1424,-440,3624
"1691","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gn","carbapenems","UTI","income",2,3536,211,9795,NA,NA,NA,NA,NA,3536,211,9795
"1692","KOR","WPRO B","East Asia & Pacific","WPRO","High income","gp","glycopeptides","UTI","income",1,358,-20639,20939,NA,NA,NA,NA,NA,358,-20639,20939
"1693","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","B-J","income",1,134,-1991,2678,NA,NA,NA,NA,NA,134,-1991,2678
"1694","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","3g cephalosporins","BSI","income",24,1308,423,3013,"income",8,258,-202,773,783,-129,2711
"1695","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","carbapenems","BSI","income",10,1974,596,4602,NA,NA,NA,NA,NA,1974,596,4602
"1696","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","glycopeptides","BSI","income",14,2513,888,5729,"income",5,2887,-539,6202,2700,-132,6071
"1697","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","BSI","income",25,1055,362,2411,"income",12,215,-97,522,635,-38,2143
"1698","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","3g cephalosporins","COL/INF","income",6,4780,1653,11212,"income",2,27369,-15885,69826,16075,-8748,65008
"1699","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","carbapenems","COL/INF","income",14,2489,756,6006,"income",6,19124,733,37947,10806,747,34785
"1700","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","glycopeptides","COL/INF","income",7,1575,58,4450,"income",4,21290,-4733,43978,11432,-389,40681
"1701","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","COL/INF","income",13,1080,76,2958,"income",7,3237,-3940,10501,2158,-2797,9469
"1702","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","3g cephalosporins","RTI","income",6,-295,-1357,590,NA,NA,NA,NA,NA,-295,-1357,590
"1703","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","carbapenems","RTI","income",3,432,-3067,3983,"global",1,6397,-5944,18516,3415,-4108,16684
"1704","KWT","EMRO E","Middle East & North Africa","EMRO","High income","tb","mdr","RTI","income",3,45210,-16624,144646,"income",1,46508,-45509,146686,45859,-31849,145642
"1705","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","RTI","income",12,735,128,1814,"income",5,-742,-5250,3728,-4,-4468,3025
"1706","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","SSI","income",2,2322,789,5335,"income",2,36661,-14454,88304,19491,-7029,80633
"1707","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","penicillins","SSTI","income",1,2837,855,6540,"income",1,576,-465,1663,1706,-345,5644
"1708","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","3g cephalosporins","UTI","income",4,1082,347,2394,"income",2,1592,-873,3896,1337,-398,3572
"1709","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gn","carbapenems","UTI","income",2,3043,139,8077,NA,NA,NA,NA,NA,3043,139,8077
"1710","KWT","EMRO E","Middle East & North Africa","EMRO","High income","gp","glycopeptides","UTI","income",1,700,-17087,19152,NA,NA,NA,NA,NA,700,-17087,19152
"1711","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","B-J","income",1,62,20,139,NA,NA,NA,NA,NA,62,20,139
"1712","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","BSI","whoc",3,100,33,216,"wbregion",2,869,-584,2372,485,-432,2174
"1713","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","BSI","whoc",1,63,1,180,NA,NA,NA,NA,NA,63,1,180
"1714","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","BSI","whoc",1,26,-113,206,"wbregion",1,22741,-21657,64614,11383,-15552,58956
"1715","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","BSI","whoc",4,170,51,395,"whoc",2,1324,-832,3542,747,-527,3157
"1716","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,41,15,88,"income",1,120,-100,335,81,-72,307
"1717","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","COL/INF","whoc",4,59,-1,166,"whoc",3,3513,-1050,8303,1786,-286,7580
"1718","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","COL/INF","wbregion",1,82,-32,268,"global",4,21768,-1663,45584,10925,-51,42311
"1719","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","COL/INF","whoc",1,63,-853,966,"global",7,3234,-3738,10753,1649,-2652,9537
"1720","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","RTI","whoc",1,124,39,319,NA,NA,NA,NA,NA,124,39,319
"1721","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","RTI","wbregion",2,27,-394,425,"wbregion",1,5944,-7538,18070,2986,-4990,16437
"1722","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","tb","mdr","RTI","wbregion",1,130,-13,376,"global",1,44298,-44742,132035,22214,-30754,117399
"1723","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","RTI","wbregion",2,9,-64,82,"global",5,-696,-4860,3775,-344,-4174,3080
"1724","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","SSI","global",2,78,24,186,"global",2,36454,-15879,90195,18266,-9051,78493
"1725","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","SSTI","whoc",1,194,43,478,"whoc",1,5461,-6026,17277,2828,-4032,14722
"1726","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","UTI","wbregion",2,45,16,97,"global",2,1624,-918,4049,835,-444,3705
"1727","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","UTI","global",2,97,3,264,NA,NA,NA,NA,NA,97,3,264
"1728","LAO","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","UTI","global",1,2,-570,525,NA,NA,NA,NA,NA,2,-570,525
"1729","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","B-J","income",1,1535,-2307,6291,NA,NA,NA,NA,NA,1535,-2307,6291
"1730","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","BSI","income",13,622,183,1465,"income",3,303,-178,744,463,-105,1266
"1731","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","BSI","income",3,-321,-2153,1335,NA,NA,NA,NA,NA,-321,-2153,1335
"1732","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","BSI","global",14,1032,365,2412,"global",5,2740,-825,6206,1886,-250,5737
"1733","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","BSI","income",6,791,-31,2185,"income",2,129,-101,354,460,-93,1826
"1734","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","COL/INF","income",6,1202,452,2577,"income",3,1248,-162,2646,1225,69,2634
"1735","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","COL/INF","income",7,410,119,961,"income",4,3018,-246,6342,1714,93,5666
"1736","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","COL/INF","global",7,648,44,1956,"global",4,21647,-1322,44946,11148,12,41350
"1737","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","COL/INF","income",1,126,47,270,"global",7,3031,-3924,9695,1578,-2919,8824
"1738","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","RTI","income",7,34,-597,679,NA,NA,NA,NA,NA,34,-597,679
"1739","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","RTI","income",1,5800,-3871,21176,"income",1,6261,-5884,18315,6031,-4788,19441
"1740","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","tb","mdr","RTI","global",3,18902,-7102,62410,"global",1,49159,-34977,146026,34030,-22656,131107
"1741","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","RTI","income",3,173,1,450,"global",5,-775,-4988,3606,-301,-4339,2948
"1742","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","SSI","global",2,954,288,2177,"global",2,36859,-12155,88652,18907,-4089,78165
"1743","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","SSTI","income",2,1489,293,3585,"income",1,5786,-5407,16945,3638,-3751,15204
"1744","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","UTI","global",4,454,145,1028,"global",2,1492,-986,3870,973,-575,3377
"1745","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","UTI","wbregion",1,745,-243,2363,NA,NA,NA,NA,NA,745,-243,2363
"1746","LBN","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","UTI","global",1,292,-7430,7797,NA,NA,NA,NA,NA,292,-7430,7797
"1747","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,0,0,0,NA,NA,NA,NA,NA,0,0,0
"1748","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,0,0,0,"global",9,320,-158,762,160,-63,699
"1749","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,0,0,0,NA,NA,NA,NA,NA,0,0,0
"1750","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,0,0,0,"global",5,2763,-719,6271,1381,-162,5803
"1751","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,0,0,1,"global",12,219,-73,511,110,-37,470
"1752","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,0,0,0,"whoc",1,115,-116,332,58,-75,301
"1753","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,0,0,0,"global",10,3462,200,6803,1731,0,6245
"1754","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,0,0,0,"global",4,22248,185,46651,11124,0,41148
"1755","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,0,0,0,"global",7,3262,-3641,10527,1631,-2713,9407
"1756","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,0,0,0,NA,NA,NA,NA,NA,0,0,0
"1757","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,0,0,0,"global",1,6223,-5689,18109,3112,-3703,16218
"1758","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,2,-1,7,"global",1,48938,-42712,142686,24470,-30219,126826
"1759","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,0,0,0,"global",5,-808,-5346,3548,-404,-4500,2968
"1760","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,0,0,0,"global",2,36823,-12516,86445,18411,-6947,79088
"1761","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,0,0,0,"global",2,640,-468,1764,320,-273,1588
"1762","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,0,0,0,"global",2,1516,-812,3829,758,-390,3436
"1763","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"1764","LBR","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,0,-1,1,NA,NA,NA,NA,NA,0,-1,1
"1765","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","B-J","income",1,1127,-1280,4502,NA,NA,NA,NA,NA,1127,-1280,4502
"1766","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","BSI","income",13,490,153,1132,"income",3,300,-135,764,395,-76,983
"1767","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","BSI","income",3,-263,-1656,1070,NA,NA,NA,NA,NA,-263,-1656,1070
"1768","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","BSI","global",14,783,287,1707,"global",5,2895,-546,6393,1839,31,5799
"1769","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","BSI","income",6,587,-24,1617,"income",2,127,-106,358,357,-85,1403
"1770","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","COL/INF","income",6,908,348,1938,"income",3,1263,-70,2721,1085,104,2511
"1771","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","COL/INF","income",7,309,98,679,"income",4,2965,-242,6293,1637,80,5502
"1772","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","COL/INF","global",7,493,40,1290,"global",4,21569,-3392,45550,11031,-21,41748
"1773","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","COL/INF","income",1,95,39,196,"global",7,3003,-4888,10208,1549,-3111,8464
"1774","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","RTI","income",7,37,-467,589,NA,NA,NA,NA,NA,37,-467,589
"1775","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","RTI","income",1,4326,-3539,15159,"income",1,6319,-5603,18745,5322,-4641,17604
"1776","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","tb","mdr","RTI","global",3,14218,-5301,47076,"global",1,49270,-43866,144684,31744,-28851,128452
"1777","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","RTI","income",3,137,14,346,"global",5,-736,-5121,3731,-299,-4628,3026
"1778","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","SSI","global",2,720,231,1555,"global",2,36907,-15948,89851,18814,-8882,82889
"1779","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","penicillins","SSTI","income",2,1143,249,2877,"income",1,5789,-5456,16564,3466,-3716,15110
"1780","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","3g cephalosporins","UTI","global",4,336,120,768,"global",2,1586,-762,4177,961,-455,3621
"1781","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gn","carbapenems","UTI","wbregion",1,590,-119,1798,NA,NA,NA,NA,NA,590,-119,1798
"1782","LBY","EMRO E","Middle East & North Africa","EMRO","Upper middle income","gp","glycopeptides","UTI","global",1,64,-5377,5218,NA,NA,NA,NA,NA,64,-5377,5218
"1783","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","B-J","whoc",1,1589,-2083,5800,NA,NA,NA,NA,NA,1589,-2083,5800
"1784","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","BSI","whoc",2,1328,34,3869,"income",3,312,-167,779,820,-126,3152
"1785","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","BSI","whoc",2,27,-2000,2006,NA,NA,NA,NA,NA,27,-2000,2006
"1786","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","BSI","global",14,994,339,2148,"global",5,2832,-575,6386,1913,-257,5919
"1787","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","BSI","income",6,738,-71,2148,"income",2,130,-105,358,434,-104,1845
"1788","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",4,1325,516,2781,"whoc",1,1581,-1554,4740,1453,-1043,4300
"1789","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","COL/INF","whoc",1,392,-240,1402,"whoc",1,2227,-2573,6965,1310,-1568,6044
"1790","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","COL/INF","global",7,610,7,1658,"global",4,21392,-3579,45765,11001,-46,41277
"1791","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","COL/INF","whoc",1,121,47,246,"global",7,3175,-3912,10488,1648,-2468,9149
"1792","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","RTI","income",7,50,-577,728,NA,NA,NA,NA,NA,50,-577,728
"1793","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","RTI","income",1,5533,-4376,20049,"income",1,5919,-6333,18084,5726,-5250,18741
"1794","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","tb","mdr","RTI","global",3,18157,-7234,57856,"global",1,47714,-39534,136013,32936,-24628,121650
"1795","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","RTI","income",3,178,18,461,"global",5,-725,-5296,4073,-273,-4608,3302
"1796","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSI","global",2,917,290,1922,"global",2,36836,-14152,87328,18877,-6442,79732
"1797","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSTI","income",2,1419,258,3540,"income",1,5756,-5254,17097,3587,-3714,15530
"1798","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","UTI","global",4,430,140,1008,"global",2,1641,-692,3965,1036,-320,3654
"1799","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","UTI","global",2,1198,67,3119,NA,NA,NA,NA,NA,1198,67,3119
"1800","LCA","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","UTI","global",1,310,-5934,8201,NA,NA,NA,NA,NA,310,-5934,8201
"1801","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","B-J","income",1,231,-285,850,NA,NA,NA,NA,NA,231,-285,850
"1802","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","3g cephalosporins","BSI","whoc",2,176,49,430,"whoc",1,741,-846,2231,459,-462,2011
"1803","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","carbapenems","BSI","whoc",1,-342,-1211,322,NA,NA,NA,NA,NA,-342,-1211,322
"1804","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","glycopeptides","BSI","global",14,147,52,324,"global",5,2956,-427,6470,1552,37,5953
"1805","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","BSI","income",6,114,-8,331,"income",2,130,-126,364,122,-76,356
"1806","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",2,143,51,306,"whoc",2,1083,-503,2705,613,-236,2481
"1807","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","carbapenems","COL/INF","income",7,60,19,140,"income",4,2956,-379,6132,1508,16,5692
"1808","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","glycopeptides","COL/INF","global",7,95,2,270,"global",4,21892,-348,44654,10994,-2,41224
"1809","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","COL/INF","income",1,18,7,39,"global",7,3065,-3828,10391,1541,-2637,8937
"1810","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","3g cephalosporins","RTI","income",7,9,-82,102,NA,NA,NA,NA,NA,9,-82,102
"1811","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","carbapenems","RTI","whoc",1,826,-706,2905,"whoc",1,6188,-6401,18227,3507,-4437,16474
"1812","LKA","SEARO B","South Asia","SEARO","Upper middle income","tb","mdr","RTI","global",3,2693,-964,7796,"global",1,47142,-48354,139089,24917,-32505,122387
"1813","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","RTI","whoc",1,-60,-235,58,"global",5,-645,-4863,3819,-353,-4278,3129
"1814","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","SSI","global",2,139,48,311,"global",2,36879,-17000,93115,18509,-9648,81173
"1815","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","penicillins","SSTI","income",2,216,45,532,"income",1,5701,-4954,16113,2959,-3191,14557
"1816","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","3g cephalosporins","UTI","global",4,66,20,152,"global",2,1594,-825,4003,830,-373,3593
"1817","LKA","SEARO B","South Asia","SEARO","Upper middle income","gn","carbapenems","UTI","global",2,179,-1,462,NA,NA,NA,NA,NA,179,-1,462
"1818","LKA","SEARO B","South Asia","SEARO","Upper middle income","gp","glycopeptides","UTI","global",1,39,-1004,1073,NA,NA,NA,NA,NA,39,-1004,1073
"1819","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","B-J","income",1,43,14,99,NA,NA,NA,NA,NA,43,14,99
"1820","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","BSI","global",29,35,12,80,"global",9,309,-145,767,172,-94,707
"1821","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","BSI","global",13,43,11,110,NA,NA,NA,NA,NA,43,11,110
"1822","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","BSI","global",14,58,19,131,"global",5,2878,-329,6328,1468,17,5879
"1823","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","BSI","whoc",1,134,50,307,"global",12,223,-89,514,179,-38,476
"1824","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,28,11,63,"income",1,113,-116,331,70,-73,289
"1825","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","COL/INF","global",21,47,15,109,"global",10,3426,265,6613,1736,16,6045
"1826","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","COL/INF","global",7,36,3,101,"global",4,21998,-1841,46104,11017,1,42161
"1827","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","COL/INF","global",14,23,3,61,"global",7,3128,-3670,9873,1576,-2514,8882
"1828","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","RTI","global",7,2,-34,40,NA,NA,NA,NA,NA,2,-34,40
"1829","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","RTI","global",4,15,-60,102,"global",1,6220,-5358,18846,3117,-3920,16364
"1830","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","tb","mdr","RTI","global",3,978,-457,3208,"global",1,46804,-37070,138023,23891,-26101,120744
"1831","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","RTI","global",13,15,2,39,"global",5,-785,-5250,4027,-385,-4523,3305
"1832","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","SSI","global",2,54,17,126,"global",2,36639,-15721,85979,18346,-8134,79261
"1833","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","SSTI","global",2,87,15,217,"global",2,574,-501,1725,330,-317,1512
"1834","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","UTI","global",4,25,8,60,"global",2,1506,-831,3816,766,-603,3455
"1835","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","UTI","global",2,68,3,187,NA,NA,NA,NA,NA,68,3,187
"1836","LSO","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","UTI","global",1,22,-379,463,NA,NA,NA,NA,NA,22,-379,463
"1837","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,47,-1299,1300,NA,NA,NA,NA,NA,47,-1299,1300
"1838","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","income",24,692,212,1615,"income",8,260,-197,738,476,-148,1385
"1839","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","income",10,1064,301,2453,NA,NA,NA,NA,NA,1064,301,2453
"1840","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","income",14,1320,447,2967,"income",5,2845,-827,6230,2082,-191,5730
"1841","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","income",25,560,188,1265,"income",12,223,-65,541,392,-28,1122
"1842","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,2573,853,5955,"income",2,25981,-13465,67452,14277,-8399,61931
"1843","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,2083,379,5251,"income",6,19178,944,38033,10631,412,34003
"1844","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","income",7,827,-11,2166,"income",4,22023,-1460,45889,11425,-23,42902
"1845","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","income",13,561,18,1484,"income",7,3107,-4002,10163,1834,-2829,8967
"1846","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-167,-784,294,NA,NA,NA,NA,NA,-167,-784,294
"1847","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","income",3,234,-1613,1984,"global",1,6038,-6776,18334,3136,-4961,16431
"1848","LTU","EURO C","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,59192,22642,126162,"whoc",1,46105,-51535,137885,52649,-35281,131982
