,Country (ISO3 Code),WHO-CHOICE Region,World Bank Geographical Region,World Health Organization Region,World Bank Income Status,Gram stain,Antibiotic Class,Syndrome,Regional Level of MA for LOS,Number of Studies in MA for LOS,Mean Cost - from Excess LOS,Low 95% UI Bound - from Excess LOS,High 95% UI Bound - from Excess LOS,Regional Level of MA for Extracted Costs,Number of Studies in MA for Extracted Costs,Mean Cost - from Extracted Costs,Low 95% UI Bound - from Exctraced Costs,High 95% UI Bound - from Extraced Costs,Mean Cost - Across Both,Low 95% UI Bound - Across Both,High 95% UI Bound - Across Both
1324,LSO,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSI,global,3,122,42,274,global,2,85000,-34340,199625,42561,-14698,184066
1325,LSO,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSTI,global,1,135,33,331,NA,NA,NA,NA,NA,135,33,331
1326,LSO,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10395,-9796,30156,10395,-9796,30156
1327,LTU,EURO C,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,income,3,1277,486,2611,income,2,569,-462,1648,923,-351,2388
1328,LTU,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,income,3,1515,309,3716,NA,NA,NA,NA,NA,1515,309,3716
1329,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,2286,743,5110,income,2,23730,-16857,61153,13008,-9836,55630
1330,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,income,5,1911,716,4030,income,3,1012,-734,2723,1462,-450,3646
1331,LTU,EURO C,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,income,1,185,-470,966,global,2,1752,-750,4270,968,-580,3946
1332,LTU,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,income,8,2027,492,4866,NA,NA,NA,NA,NA,2027,492,4866
1333,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,1735,-3,4583,income,5,13592,-81,27864,7664,-8,25623
1334,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,income,7,2652,951,5765,income,4,32719,-3007,68687,17686,768,62694
1335,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,423,-36,1200,income,1,34916,-32109,100798,17669,-18593,91400
1336,LTU,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,3436,-11261,20105,global,1,5111,-5263,14896,4274,-8956,17071
1337,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,income,3,2832,945,6451,income,2,86209,-26625,203085,44521,-6073,183942
1338,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,income,1,3048,670,7152,NA,NA,NA,NA,NA,3048,670,7152
1339,LTU,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10484,-9726,30728,10484,-9726,30728
1340,LUX,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,19623,632,54447,income,2,586,-496,1706,10104,-462,45021
1341,LUX,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,21107,-6316,65897,NA,NA,NA,NA,NA,21107,-6316,65897
1342,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,28632,8656,64135,income,2,23375,-16397,59589,26004,-9507,62214
1343,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,39941,10024,96616,income,3,1018,-751,2798,20479,-419,84290
1344,LUX,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,2297,-6526,11953,global,2,1739,-880,4185,2018,-4668,9871
1345,LUX,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,17029,-13828,59649,NA,NA,NA,NA,NA,17029,-13828,59649
1346,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,22405,-488,58642,income,5,13622,-520,27625,18014,-518,49780
1347,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,19596,6216,46487,income,4,33548,-4833,70213,26572,2178,65634
1348,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,5364,-443,14424,income,1,35410,-35094,98373,20387,-19853,86336
1349,LUX,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,41421,-140073,247400,global,1,4971,-3971,14504,23196,-102449,200084
1350,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,23532,5308,58452,income,2,83545,-25841,197090,53538,-8559,179636
1351,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,38840,9025,91089,NA,NA,NA,NA,NA,38840,9025,91089
1352,LUX,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10000,-8962,30744,10000,-8962,30744
1353,LVA,EURO C,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,income,3,1370,549,2955,income,2,619,-403,1721,994,-270,2573
1354,LVA,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,income,3,1601,377,4067,NA,NA,NA,NA,NA,1601,377,4067
1355,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,2401,763,5555,income,2,23398,-15451,61244,12900,-7893,55477
1356,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,income,5,2025,789,4314,income,3,1049,-587,2703,1537,-316,3881
1357,LVA,EURO C,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,income,1,196,-521,1096,global,2,1753,-713,4341,974,-556,3891
1358,LVA,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,income,8,2213,353,5857,NA,NA,NA,NA,NA,2213,353,5857
1359,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,1874,66,5081,income,5,13426,-1253,27374,7650,-137,25325
1360,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,income,7,2829,1117,6260,income,4,33150,-2368,68382,17990,935,62412
1361,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,447,-1,1210,income,1,35284,-31019,100025,17866,-22248,92288
1362,LVA,EURO C,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,3789,-10062,22384,global,1,5038,-4957,14981,4414,-8105,18666
1363,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,income,3,3019,1044,6710,income,2,85150,-26458,200848,44084,-7588,184550
1364,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,income,1,3277,867,8199,NA,NA,NA,NA,NA,3277,867,8199
1365,LVA,EURO C,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10184,-10071,30169,10184,-10071,30169
1366,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gn,3g cephalosporins,BSI,global,3,172,67,374,global,2,611,-500,1649,391,-283,1497
1367,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gn,carbapenems,BSI,wbregion,1,-28,-553,528,NA,NA,NA,NA,NA,-28,-553,528
1368,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,glycopeptides,BSI,global,3,302,99,713,global,2,23163,-14276,61715,11732,-8558,55573
1369,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,penicillins,BSI,global,5,256,98,564,global,3,1020,-693,2742,638,-485,2470
1370,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gn,3g cephalosporins,COL/INF,income,1,170,66,365,global,2,1818,-726,4296,994,-309,3972
1371,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gn,carbapenems,COL/INF,wbregion,3,144,55,309,NA,NA,NA,NA,NA,144,55,309
1372,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,glycopeptides,COL/INF,global,3,227,-18,640,global,5,13339,-880,27244,6783,-33,25068
1373,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,penicillins,COL/INF,global,7,353,132,809,global,4,33516,-1946,71381,16935,123,64622
1374,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,glycopeptides,IAI,global,1,55,-1,160,global,1,35175,-31877,101093,17615,-21792,92257
1375,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gn,carbapenems,RTI,global,1,466,-1599,2682,global,1,4938,-5556,14861,2702,-3782,13521
1376,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,penicillins,SSI,global,3,374,135,870,global,2,84097,-38426,195839,42236,-17817,177750
1377,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,penicillins,SSTI,global,1,402,85,1020,NA,NA,NA,NA,NA,402,85,1020
1378,MAR,EMRO D,Middle East & North Africa,EMRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10373,-10195,29769,10373,-10195,29769
1379,MCO,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,30474,1310,82600,income,2,631,-475,1706,15552,-373,67032
1380,MCO,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,30891,-6724,90073,NA,NA,NA,NA,NA,30891,-6724,90073
1381,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,44056,14139,104102,income,2,23116,-14624,63838,33586,-8500,90440
1382,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,60081,16917,147184,income,3,971,-693,2722,30526,-492,120495
1383,MCO,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,3107,-10763,18877,global,2,1808,-707,4288,2457,-7732,15381
1384,MCO,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,25746,-26871,102244,NA,NA,NA,NA,NA,25746,-26871,102244
1385,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,33892,-82,93106,income,5,13281,-1323,27687,23586,-1133,76835
1386,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,29287,9048,67643,income,4,33716,-1774,69085,31502,3135,68613
1387,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,8150,-397,22694,income,1,34983,-28628,101933,21567,-17940,90734
1388,MCO,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,55633,-211290,353063,global,1,5322,-4770,14552,30477,-158721,276821
1389,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,34151,5979,87516,income,2,80848,-43233,196057,57500,-15466,178784
1390,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,59010,12388,147197,NA,NA,NA,NA,NA,59010,12388,147197
1391,MCO,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10065,-9271,29550,10065,-9271,29550
1392,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gn,3g cephalosporins,BSI,wbregion,3,117,42,253,wbregion,2,567,-540,1738,342,-402,1525
1393,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gn,carbapenems,BSI,wbregion,1,207,72,453,NA,NA,NA,NA,NA,207,72,453
1394,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,glycopeptides,BSI,global,3,208,63,506,global,2,24230,-12763,62686,12219,-6088,56913
1395,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,penicillins,BSI,wbregion,4,173,59,399,wbregion,2,968,-744,2711,570,-496,2447
1396,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gn,3g cephalosporins,COL/INF,income,1,117,42,257,global,2,1790,-671,4197,954,-236,3862
1397,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gn,carbapenems,COL/INF,wbregion,3,134,-206,544,NA,NA,NA,NA,NA,134,-206,544
1398,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,glycopeptides,COL/INF,global,3,159,12,436,global,5,13235,-1800,27667,6697,-18,25584
1399,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,penicillins,COL/INF,wbregion,2,137,40,331,global,4,32539,-4256,70352,16338,18,63813
1400,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,glycopeptides,IAI,global,1,37,0,104,global,1,33989,-40438,100852,17013,-27167,91103
1401,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gn,carbapenems,RTI,global,1,330,-1073,1769,global,1,4871,-4609,14634,2601,-3346,12849
1402,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,penicillins,SSI,wbregion,1,167,33,412,global,2,83569,-27823,198688,41868,-12178,181629
1403,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,penicillins,SSTI,wbregion,1,272,60,697,NA,NA,NA,NA,NA,272,60,697
1404,MDA,EURO C,Europe & Central Asia,EURO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10241,-8869,31481,10241,-8869,31481
1405,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,19,7,42,global,2,598,-529,1707,308,-327,1559
1406,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,24,6,62,NA,NA,NA,NA,NA,24,6,62
1407,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,33,11,78,global,2,23414,-16047,60718,11724,-9497,55850
1408,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,28,10,63,global,3,1061,-596,2865,544,-280,2470
1409,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,COL/INF,whoc,1,19,7,40,global,2,1793,-753,4186,906,-361,3902
1410,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,COL/INF,global,9,24,8,53,NA,NA,NA,NA,NA,24,8,53
1411,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,COL/INF,global,3,25,0,72,global,5,13435,-1051,27368,6730,-1,25097
1412,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,COL/INF,global,7,39,14,85,global,4,33898,-1520,68580,16968,13,63153
1413,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,IAI,global,1,6,0,18,global,1,33556,-33132,105120,16781,-22107,91738
1414,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,RTI,global,1,53,-141,291,global,1,4858,-4196,14357,2456,-2918,12926
1415,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSI,global,3,42,14,96,global,2,83753,-31646,202137,41897,-12258,182438
1416,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSTI,global,1,44,11,110,NA,NA,NA,NA,NA,44,11,110
1417,MDG,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10990,-8970,31575,10990,-8970,31575
1418,MDV,SEARO D,South Asia,SEARO,Upper middle income,gn,3g cephalosporins,BSI,income,2,571,213,1196,income,2,578,-544,1641,575,-340,1535
1419,MDV,SEARO D,South Asia,SEARO,Upper middle income,gn,carbapenems,BSI,income,1,2420,-44,6808,NA,NA,NA,NA,NA,2420,-44,6808
1420,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,glycopeptides,BSI,global,3,1004,327,2272,global,2,23756,-14973,61878,12380,-8275,56896
1421,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,penicillins,BSI,income,2,811,303,1745,income,2,932,-780,2705,872,-540,2425
1422,MDV,SEARO D,South Asia,SEARO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,1283,121,3432,income,2,1774,-693,4351,1528,-342,4113
1423,MDV,SEARO D,South Asia,SEARO,Upper middle income,gn,carbapenems,COL/INF,income,1,483,183,1012,NA,NA,NA,NA,NA,483,183,1012
1424,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,glycopeptides,COL/INF,global,3,770,10,2119,global,5,13163,-927,28017,6966,-38,24946
1425,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,penicillins,COL/INF,global,7,1186,448,2552,global,4,31806,-4262,67396,16496,365,60494
1426,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,glycopeptides,IAI,global,1,186,-11,534,global,1,34613,-32262,104127,17400,-20379,92466
1427,MDV,SEARO D,South Asia,SEARO,Upper middle income,gn,carbapenems,RTI,income,1,1390,-4793,9565,income,1,4875,-4601,14040,3133,-4784,13383
1428,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,penicillins,SSI,global,3,1256,430,2810,global,2,84851,-26852,195738,43053,-8679,181646
1429,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,penicillins,SSTI,global,1,1374,322,3364,NA,NA,NA,NA,NA,1374,322,3364
1430,MDV,SEARO D,South Asia,SEARO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10688,-7960,29989,10688,-7960,29989
1431,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,BSI,income,2,1028,348,2277,income,2,588,-525,1687,808,-351,2031
1432,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,BSI,income,1,4410,264,11800,NA,NA,NA,NA,NA,4410,264,11800
1433,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,BSI,global,3,1812,508,4181,global,2,24819,-13138,63069,13316,-6834,56311
1434,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,BSI,income,2,1454,474,3373,income,2,961,-827,2769,1208,-442,2972
1435,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,2336,31,6179,income,2,1742,-874,4382,2039,-484,5297
1436,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,COL/INF,income,1,864,290,1924,NA,NA,NA,NA,NA,864,290,1924
1437,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,COL/INF,global,3,1364,61,3653,global,5,13340,77,27394,7352,61,25156
1438,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,COL/INF,global,7,2120,677,4756,global,4,32436,-4771,68515,17278,450,62544
1439,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,IAI,global,1,337,-8,1007,global,1,33883,-30408,100299,17110,-21800,90859
1440,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,RTI,income,1,2853,-8058,16947,income,1,4994,-4714,15068,3924,-6737,16188
1441,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,SSI,global,3,2280,683,5374,global,2,82279,-39308,196990,42279,-13919,183043
1442,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,SSTI,global,1,2454,525,6450,NA,NA,NA,NA,NA,2454,525,6450
1443,MEX,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10187,-9463,28488,10187,-9463,28488
1444,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,3g cephalosporins,BSI,income,2,223,85,467,income,2,569,-637,1612,396,-378,1465
1445,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,BSI,whoc,1,203,77,425,NA,NA,NA,NA,NA,203,77,425
1446,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,BSI,global,3,399,123,917,global,2,24926,-11823,63825,12662,-6969,58044
1447,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,BSI,whoc,1,358,102,840,whoc,1,11284,-11431,33519,5821,-7317,30050
1448,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,512,30,1381,income,2,1754,-790,4326,1133,-401,3876
1449,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,COL/INF,income,1,188,72,387,NA,NA,NA,NA,NA,188,72,387
1450,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,COL/INF,global,3,308,12,839,global,5,13385,-567,27665,6847,-4,25118
1451,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,COL/INF,wbregion,1,498,197,1018,global,4,33203,582,67424,16850,199,61616
1452,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,IAI,global,1,74,-2,211,global,1,33744,-37863,104468,16909,-24671,89305
1453,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,RTI,income,1,572,-1859,3625,income,1,4944,-4883,14884,2758,-3544,13190
1454,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,SSI,global,3,491,174,1064,global,2,82800,-27229,198205,41645,-13299,178007
1455,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,SSTI,global,1,536,134,1323,NA,NA,NA,NA,NA,536,134,1323
1456,MHL,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10101,-10791,29330,10101,-10791,29330
1457,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,3g cephalosporins,BSI,income,2,519,182,1191,income,2,580,-525,1675,550,-363,1557
1458,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,BSI,income,1,2249,220,6514,NA,NA,NA,NA,NA,2249,220,6514
1459,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,BSI,global,3,896,264,2167,global,2,25066,-12196,64265,12981,-7074,57995
1460,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,BSI,income,2,737,250,1667,income,2,952,-806,2606,844,-519,2323
1461,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,1163,58,3173,income,2,1746,-814,4125,1454,-367,3904
1462,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,COL/INF,income,1,440,154,1002,NA,NA,NA,NA,NA,440,154,1002
1463,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,COL/INF,global,3,705,43,1894,global,5,13619,-740,27942,7162,-5,26154
1464,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,COL/INF,wbregion,2,603,172,1522,global,4,32516,-4020,67689,16560,135,62940
1465,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,IAI,global,1,169,-12,523,global,1,35397,-32552,103726,17783,-20606,91662
1466,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,RTI,income,1,1358,-4722,8392,income,1,5059,-4840,14604,3209,-4839,13499
1467,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,SSI,wbregion,1,743,147,1906,global,2,79250,-26789,196464,39996,-15174,176939
1468,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,SSTI,wbregion,1,1251,263,3218,NA,NA,NA,NA,NA,1251,263,3218
1469,MKD,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10556,-7911,30333,10556,-7911,30333
1470,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,35,13,80,global,2,607,-496,1734,321,-338,1581
1471,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,45,11,116,NA,NA,NA,NA,NA,45,11,116
1472,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,62,20,155,global,2,24363,-12878,63052,12212,-9681,58220
1473,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,52,21,121,global,3,972,-750,2715,512,-428,2360
1474,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,COL/INF,whoc,1,35,14,80,global,2,1749,-697,4282,892,-277,3917
1475,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,COL/INF,global,9,45,16,101,NA,NA,NA,NA,NA,45,16,101
1476,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,COL/INF,global,3,47,3,131,global,5,13163,-1505,26262,6605,-3,25087
1477,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,COL/INF,global,7,73,29,160,global,4,33489,390,68011,16781,30,62554
1478,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,IAI,global,1,11,-1,31,global,1,33361,-29488,102916,16686,-20231,90357
1479,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,RTI,global,1,95,-278,609,global,1,5170,-5226,14925,2633,-3254,13515
1480,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSI,global,3,77,27,173,global,2,84602,-34610,199053,42339,-16177,180534
1481,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSTI,global,1,83,17,211,NA,NA,NA,NA,NA,83,17,211
1482,MLI,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9637,-9250,30003,9637,-9250,30003
1483,MLT,EURO A,Middle East & North Africa,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,2940,31,7885,income,2,581,-519,1642,1761,-399,6716
1484,MLT,EURO A,Middle East & North Africa,EURO,High income,gn,carbapenems,BSI,whoc,2,3229,-666,9834,NA,NA,NA,NA,NA,3229,-666,9834
1485,MLT,EURO A,Middle East & North Africa,EURO,High income,gp,glycopeptides,BSI,income,3,4493,1242,10483,income,2,24007,-14521,64861,14250,-8859,57974
1486,MLT,EURO A,Middle East & North Africa,EURO,High income,gp,penicillins,BSI,whoc,2,6062,1386,14942,income,3,1017,-767,2772,3539,-429,13181
1487,MLT,EURO A,Middle East & North Africa,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,365,-1031,2098,global,2,1738,-825,4214,1051,-963,3851
1488,MLT,EURO A,Middle East & North Africa,EURO,High income,gn,carbapenems,COL/INF,whoc,5,2569,-2482,9872,NA,NA,NA,NA,NA,2569,-2482,9872
1489,MLT,EURO A,Middle East & North Africa,EURO,High income,gp,glycopeptides,COL/INF,income,3,3349,-219,9283,income,5,13128,921,27441,8239,94,25242
1490,MLT,EURO A,Middle East & North Africa,EURO,High income,gp,penicillins,COL/INF,whoc,2,2986,883,7364,income,4,32945,-2876,69511,17966,735,62627
1491,MLT,EURO A,Middle East & North Africa,EURO,High income,gp,glycopeptides,IAI,income,1,843,-16,2339,income,1,34479,-33580,106511,17661,-23652,96127
